test,pred
0.9989,1.4451584428930828
1.1589999999999998,1.198226317177216
0.1105999999999998,1.448847005988593
2.2672,3.001869994449003
2.5605,2.7859564082427273
3.0231000000000003,2.7510941622229725
3.9174,2.7946941647477477
1.3361999999999998,1.6237665405996375
2.5533,2.566755680099227
2.6788,2.827252323208212
1.1883999999999997,1.2649392598330544
5.7446,3.6787952684989373
1.711799999999999,1.4090500996822026
3.7857,3.0972270088815628
1.9511,1.8082909244175327
0.5511999999999997,1.3593753211967772
3.4282,3.1752684607328514
0.0364,0.7604282684621992
3.1287,2.638220690977054
2.6396999999999995,2.6156701597730274
1.5002999999999995,1.3804176961344408
1.1671000000000005,1.4159220149143528
2.839,2.8021130733163666
3.1177,2.7453833424081124
5.531,5.468420331903684
0.6924000000000001,0.5889151837468304
2.3378,2.0240895120618254
2.9734,2.146217051427627
2.0825,2.165153460799312
4.5456,4.6271842321742795
1.1044,1.2646132390448812
3.3768,3.5200091491645904
2.5104,2.4820055332459523
1.1078,2.090424643875091
2.6185,2.6190754231060787
3.4702,3.6012035982227464
1.6926,1.307395229969604
1.2244000000000002,0.46957315074587586
3.5748,2.2167831157558107
1.0715,1.3874327013008936
6.6615,5.686909765844042
0.4180999999999999,0.5559251657682205
0.7543000000000002,1.055480068754986
4.5433,4.637625172091877
1.409,1.7373727012752842
0.8490000000000002,1.2576052883469884
2.5935,2.6636959871817663
2.9054,2.28249748197385
2.7215,2.73667695083909
4.9792,4.52745130280477
3.8720000000000008,2.852349219575858
2.3238,2.565158950050461
2.0087,2.5926346493562233
3.0727,2.7474678948868334
2.9043,3.1219240477464045
2.5121,2.9649085541402043
2.2322,1.4817578306694814
4.0784,4.069391225331887
2.7459,2.5528921932655675
3.0799,2.7623095383942715
1.9641,1.8758226808912923
1.829,0.7018811737776626
2.7867,3.128532227594554
3.2618,3.3919377776159645
4.5122,4.217137942346437
3.1447000000000003,3.744892737882538
0.7673999999999994,0.6752941235942314
1.8693,1.8945207794195764
6.9632000000000005,6.569676128377142
3.2520999999999995,2.7851769166599856
1.8303,1.8427601644000484
5.9608,6.384293297125425
2.1331,2.9198471441804057
2.8757999999999995,3.035043110668668
0.734,1.711444996524786
1.1637999999999993,1.2468984653851847
3.2797,3.116346155988131
1.4865000000000004,1.6998985134294704
5.050000000000001,4.990131753589367
2.0461,1.9706936118094012
1.7355,1.468486513455933
0.8792999999999997,1.2996780513297035
4.0966000000000005,4.136087590307715
2.7510000000000003,2.3632055577779
0.0624000000000002,-0.2976324286088827
0.3671000000000002,1.61412680021558
2.499000000000001,2.839326175810733
0.0115999999999996,1.4639710105081198
2.1105,2.0666004174965518
1.6782,1.7374674770946188
5.2465,4.965609936664961
0.0781,0.07576096250596821
2.3515999999999995,2.0048774785554277
2.389,2.3467420602921996
2.7555,2.703264911211737
1.5691999999999997,1.508628379854091
0.3039,0.4590970021423346
0.6922999999999995,0.8933692581743351
0.9483,1.8056811041373657
1.4991,1.5018978963266794
0.2185999999999999,1.229464205785918
2.9835000000000003,2.742878589195768
3.4842,2.961513238152802
0.8426999999999998,1.222823124242672
3.5254000000000003,3.717621222554768
0.0039999999999995,0.012550348932969042
2.4362000000000004,2.056793301119239
6.4758,7.309990636781326
4.0464,4.431412259138697
4.9963,4.5368320295985
4.9815,4.785526156623327
2.8464,3.084042187140823
3.9833,3.6179798535583556
1.5712000000000002,1.7390321488198688
0.0015999999999999,1.9202466553036852
3.941,3.7402850787488293
3.5470999999999995,3.4293073254805
1.7961999999999998,2.6259237738912464
4.566700000000001,4.523312241834216
4.1419,3.6308802984566775
3.1387,3.5297376516574754
3.2427,3.152166337821126
3.7494,3.749075041050472
1.3667999999999996,1.3746225345261374
0.4296999999999995,0.9291890314117314
3.2096,3.204295668247386
4.703,4.659499510666013
0.3966000000000003,0.740393234195004
0.5872000000000002,1.1964063223159351
5.3773,4.981067444598886
2.7242999999999995,3.126494022452023
5.3852,4.627732159988149
3.4711,3.5695831161263385
0.9357999999999996,1.0182796279766486
1.0809999999999995,1.313305882131358
2.195499999999999,1.9989978318998236
3.3914000000000004,1.9235150036028135
3.9584,4.184547323117463
0.3075000000000001,0.8630573071393948
0.4965999999999999,0.6982840967800126
1.7283,1.6773649546388218
1.8627,2.099942775475822
0.1299000000000001,0.3172476298694142
3.2997,2.9965321216523813
1.7778999999999998,1.2333223842290038
2.3784999999999994,2.1679603380976884
2.5687999999999995,2.911075047290922
2.5237,2.695225072501984
1.8372,1.1421244495118665
3.8672,3.881397725416095
4.2085,3.530955806911967
2.16,2.1705662421384795
0.9279999999999996,1.5637638119077084
3.319,2.654972958069905
1.5421,1.4057011521363691
3.4523,3.147274453110927
3.4619000000000004,3.558042231447849
2.3172,2.063662065526057
2.0746,1.8654180682604171
0.2921,0.5025107347802876
1.3015999999999996,1.690505964058276
1.7575,2.42524480255333
1.0186000000000002,2.3614174057043935
4.8393,4.85975100752398
2.3175,2.5181198125920985
1.1609,1.8539736137041019
2.4807,1.9155636390506452
2.3243,2.1837253007660355
0.1152999999999999,0.8369070488329156
0.1663999999999998,1.6220463895076418
0.3959000000000001,0.5655932507041285
5.575200000000001,4.8426224227111065
5.8359,5.569313138781934
0.8563000000000001,0.10365625121684731
2.6968,2.0567246149468668
3.6266,3.5690206330875487
2.3885999999999994,2.131652455873277
3.4586,2.8016021739037624
3.6034,3.262811307753316
2.1124,2.447373401607428
0.3223000000000002,0.9008974667105791
4.2487,4.456352693248941
2.3002,2.811915256502978
2.2327000000000004,2.1629959977620605
3.2554000000000003,3.114677828952718
5.8626000000000005,3.732844375856666
1.6427,1.463952306078946
0.1826999999999996,-0.27275096096023704
2.7057,2.7566754053671882
4.773999999999999,4.319868372542475
3.387900000000001,3.313011331975825
1.543,1.2518158273443913
3.5130000000000003,2.937952219306009
5.5817,5.497775463424034
1.402,1.4688701760300487
1.0423,1.353066454361392
1.2941000000000011,1.3772966624579446
2.6003000000000003,2.945839595628694
1.8578,1.1604146704469647
1.3493999999999997,1.3840466597556367
4.599,3.96592059134108
3.1527000000000003,2.835608946507611
3.8493,3.9883373794933017
2.1808,2.129788599115997
4.174099999999999,4.622158546421191
1.3197,1.4896751345127226
4.411099999999999,4.66040292263865
4.5415,3.9958030533088302
0.3063000000000002,1.8866895712027074
3.7864,3.5389643379035878
1.7858999999999998,0.8508019836189694
2.2231,1.7968291415046656
0.0491999999999999,0.5356857719913176
4.1772,4.143530992141365
1.0992999999999995,1.191623731194337
0.0694999999999996,0.8887210908879449
0.7941000000000003,1.350642430928301
3.644800000000001,3.4599451651850717
0.0143000000000004,1.4621070791421815
5.7744,5.495456340205503
2.942100000000001,2.6470874805431293
1.7655999999999998,1.241846841498626
0.5973000000000006,2.014344323685788
3.2738,3.1247057248371854
3.1255,2.3535347972395404
2.169,2.272628904129884
1.7367000000000004,2.1485823850046004
3.4196,3.471263562242254
2.712,3.400289532672502
1.4157000000000002,1.4987634206094502
3.6815,4.028770778095963
3.4382999999999995,3.4504146943980536
1.7252,1.7741413071399428
4.3025,4.3066769209316025
2.9387,3.301600173093151
0.5143,0.6712581091893304
1.5698999999999996,0.33920026505027656
1.9851,2.616249409677014
1.409,1.0270579176878092
3.0155000000000003,3.2425125962523036
0.1485999999999999,0.8323674366163499
2.3648,2.4430890499070705
0.048,0.8319275273588871
3.5561,3.39547474630473
2.1992,2.1871193257317882
0.3948999999999998,1.428923621970027
0.9780999999999996,1.0056637108326671
5.1702,5.1150280744904215
3.3187,2.9840669315780937
3.0539,3.259678114645651
1.2465000000000002,1.047825109857907
4.642100000000001,4.561368350999848
1.5888,1.6700178296567583
3.5506999999999995,4.064809281002339
3.0473,3.1109382201712883
2.1315,2.1259557179322175
0.0129999999999999,1.5303588577943674
1.0351,1.5558773859752661
2.5362,2.9773315067736945
2.1243,2.417440443654699
4.2775,4.383610834454537
4.1152,4.333960418280952
4.416,4.48759965714397
3.4012,3.149237923489899
2.2936,2.154374497165134
2.4641,2.1378849836535276
3.1078,2.359920045588023
2.8467,2.3125667999301114
0.6057000000000001,0.7832456410914168
